title,url,country,visualizationType,thumbnail,author,other
OxyGEN is a collaborative hardware project started and led by Protofy.xyz,https://www.oxygen.protofy.xyz/,Spain,Hardware,"https://static.wixstatic.com/media/f35828_d037b6357efe47f79e1e85f9c46c6d22~mv2.png/v1/fill/w_76,h_93,al_c,q_85,usm_0.66_1.00_0.01/f35828_d037b6357efe47f79e1e85f9c46c6d22~mv2.webp",,
"Palantir TheBillion Peter ThielBacked Big Data Giant Is Providing Coronavirus Monitoring Tovia…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Parents name their newborns as Lockdown and Corona Coronavirus Lockdown Corona UttarPradesh India…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Personnes sauvées   toutes les    minutes      Jours        Heures            Minutes…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Phase-adjusted estimation of the number of Coronavirus Disease 2019 cases in Wuhan, China, with SEIR model",https://www.nature.com/articles/s41421-020-0148-0,China,Modeling,https://media.springernature.com/full/nature-cms/uploads/product/celldisc/header-3027c3878bb7556035437ae2170e51e4.svg,,
"Please olks i you are going to wear a mask do it right COVID  COVID Covid COVIDCanada""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Please share with your KeyWorker riends and amily BTTPR is oeringo all packages to say ThankYou StayA…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Please share with your KeyWorker riends and amily BTTPR is oeringo all packages to say ThankYou…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"PM Rowley Dont do it Do you need to be beaten with a bamboo rod to understand that This statement is in response to the CoP…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"PM Rowley Dont do it Do you need to be beaten with a bamboo rod to understand that This statement is in response to the CoP…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Preparation amp knowledge is   to beating the coronavirus Learn about coronaviruses amp emergency response with…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Previous outbreaks have demonstrated that when health systems are overwhelmed deaths due to vaccinepreventable a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Project Open Air,https://www.projectopenair.org/,Global,Makers Community,https://freesvg.org/img/makers-start-button.png,,
Prototype of the HealthOS ventilation system,https://github.com/EdisonDesign/HealthOS,Global,Hardware,https://svgsilh.com/svg/1710300.svg,,
Prusa face shields,https://www.prusaprinters.org/prints/25857-prusa-protective-face-shield-rc3,<Unknown>,Hardware,https://svgsilh.com/svg/1710300.svg,,
"PS Look ma no nasal cannula Or nonrebreather mask The mask I’m wearing here provides no oxygen it’s just to protect st…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Quarantine notes CastelVolturno Italy  iorestoacasa socialdistancing stayhome quarantine…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Query stats + automated data visualization of infected coronavirus cases in R on a Shiny app,https://guangchuangyu.github.io/nCov2019/,Global,Tech Support Community,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Font_Awesome_5_brands_github.svg/512px-Font_Awesome_5_brands_github.svg.png,,
Radiology-Bernheim,,,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
Radiology-Chung,https://pubs.rsna.org/doi/10.1148/radiol.2020200230,,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
Radiology-Fang,https://pubs.rsna.org/doi/full/10.1148/radiol.2020200432,,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
Radiology-Pan,https://pubs.rsna.org/doi/10.1148/radiol.2020200370,,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
Radiology-Song,https://pubs.rsna.org/doi/10.1148/radiol.2020200274,,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
"ReactivateMyLie Retreat is an chance or women in search o happiness to reconstruct their lie amp reshape their de…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Read our viewpoint in JAHAAHA about Angiotensin-Converting Enzyme InhibitorsAngiotensin Receptor Blockers in Cov…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Read this please beore promoting zpackhydroxychloroquine COVID Covid""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Really Are there really issues with the lack o arm workers ater we spent the lastyears telling EU workers t…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Really Are there really issues with the lack o arm workers ater we spent the lastyears telling EU workers to uck…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Really Are there really issues with the lack o arm workers ater we spent the lastyears telling EU workers to uck…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Really Are there really issues with the lack o arm workers ater we spent the lastyears telling EU workers to uck…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Regularly updated covid19-belgium.csv data,https://github.com/eschnou/covid19-be/blob/master/covid19-belgium.csv,Belgium,Data,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Font_Awesome_5_brands_github.svg/512px-Font_Awesome_5_brands_github.svg.png,,
"Religions are the true problem usacorona USA US  Covid COVID COVID CoronavirusPandemic…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Request to help improve and translate the Covid-19 guide:,https://covid-at-home.info/help,<Unknown>,Support Community,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Risk assessment of events and gatherings due to covid-19 (SW),https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/information-till-arrangorer-av-evenemang/,Sweden,Healthcare,https://www.folkhalsomyndigheten.se/gui/i/logo.png?v=1.3.46.0,,
RSNA Chest X-Ray Images (Pneumonia),https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
Saans is a CPAP (Continuous positive airway pressure) device that can be used to provide assisted breathing support to the affected population,http://www.coeo.in,,Hardware,https://svgsilh.com/svg/1710300.svg,,
"Scientists Against Corona (SAC): Mission: Seeking the help of scientists, epidemiologist, doctors, mathematicians, statisticians, engineers, analysts and anyone who can share scientific models and advice in Support Community of the fight against the Corona virus (COVID-19) pandemic",https://www.linkedin.com/groups/12381212/?lipi=urn%3Ali%3Apage%3Ad_flagship3_pulse_read%3BpF%2BehZjQS4SVi1nEiN0LIA%3D%3D,<Unknown>,Healthcare Community,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Preventive_Healthcare_-_The_Noun_Project.svg/512px-Preventive_Healthcare_-_The_Noun_Project.svg.png,,
"Several common themes emerged about what has worked  The need or early detection amp isolation o conirmed cases…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"SiliconValley is fixing broken ventilators to help Caliornia ight covid coronavirus covid healthcare  htt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Simplest possible visor protection productdesign covid covid coronavirus newyork ideasthatmatter staysae …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Simplest possible visor protection productdesign covid covid coronavirus newyork ideasthatmatter…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"SindhGovt procuredCOVID tests through Indus Hospital which are being used across Sindh Indus Hospital request…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
SIRM,https://www.sirm.org/category/senza-categoria/covid-19/,<Unknown>,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Skin Maniestations in COVID  A very recent article appeared in theregarding the dermatological indin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Smoking damages your lungs and other parts o your body and it makes you more vulnerable to COVID inection It…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"So or Gods sake stop penalising an entire community as i they are walking around and injectingmillion with the virus…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Spain reports overdeaths again as inections surpassSpain CoronavirusSpain Coronavirus…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Specification for ventilators to be used in UK hospitals during the coronavirus (COVID-19) outbreak,https://www.gov.uk/government/publications/specification-for-ventilators-to-be-used-in-uk-hospitals-during-the-coronavirus-covid-19-outbreak,UK,Hardware Standad,https://assets.publishing.service.gov.uk/static/images/gov.uk_logotype_crown-ea874a79e09423d63420aff44f016fd0b92dc6dec0cc2668d63b150c8669875e.png,,
"Sri Lanka records its third COVID death  The victim is ayear old rom Maradana who tested positive or Coronavirus thi…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Sri Lanka records its third COVID death  The victim is ayear old rom Maradana who tested positive or Coronavirus thi…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"State Attorneyhosting avideo conerence withlocal aith leaders to discuss“Sa…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Stay updated on the latest COVID resources or hematologists by checking out our COVID resources page …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Stay updated on the latest COVID resources or hematologists by checking out our COVID resources page …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Stay updated on the latest COVID resources or hematologists by checking out our COVID resources page…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"STAYHOMESAVELIVES Stay at home support the NHS so they can bring your loved ones home Thank you FULL VIDEO …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Stigmatizing people with TB inhibits care and is socially devastating It’s time to stand against stigma and discri…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Take Action   We can’t orget young people in the justice system during this crisis Take a minute to Tweet your l…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
temporal changes,https://doi.org/10.1148/radiol.2020200843,<Unknown>,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
"Test NEGATIVE or Covid  GOOD NEWSMy COVID test was NEGATIVE    THANK YOU GOD   and with that my Doct…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Thanks or all the Donations or theduring our weekly AMA We raisedRPD in less than an hour which will be do…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"That incl ensuring an adequate   to deal with the many health needs other than COVID We’re pleased by…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"That’s why we are continuing to work with governments and manuacturers to step up the production and distribution…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The chance o developing TB disease is higher i you   are in close contact with a TB patient   are living with HI…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
The Coronavirus Tech Handbook,https://coronavirustechhandbook.com/home,Global,Tech Support Community,https://cdn.pixabay.com/photo/2017/07/24/04/23/technical-support-2533526_960_720.png,,
"The coronavirus terminatorCOVID Covid coronavirus coronapocolypse StayAtHome hos…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The COVID Pandemic Exposes The Harm O Denying Scientiic Facts…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The COVID Pandemic Exposes The Harm O Denying Scientiic Factscoronavirus C…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The English version o ourHealth Alert now has more thanmillion users and the Arabic French and S…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The Guardian GVolt graphene mask iseective against particles overmicrometers andeective against any…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The Guardian GVolt graphene mask iseective against particles overmicrometers andeective against any…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The Guardian GVolt graphene mask iseective against particles overmicrometers andeective against any…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The Guardian GVolt graphene mask iseective against particles overmicrometers andeective against…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The history o medicine is strewn with examples o drugs that worked on paper or in a test tube but didnt work…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The hunt or a vaccineCOVID Covid biotech Biotechnology coronavirus coronapocolypse …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The latest installment in LatsCovidJournal by yours trulyaka CoronaBoy How To Be A Good Patient Corona…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The manual covers setting up screening amp triage at health acilities using a repurposed building or a tent com…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The manual covers structural design inection prevention amp control measures amp ventilation systems This is a lie…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The number o deaths has more than doubled in the past week In the next ew days we will reachmillion conirme…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The Palm Beach Post Florida Floridalockdown Orlando Sentinel COVIDFloridacoronavirus GOP…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The President just announced that the social distancing guidelines will be extended until AprilThis conirms I was rig…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The President just announced that the social distancing guidelines will be extended until AprilThis conirms I was rig…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The principle is very simple We have nothing to be araid o i we aim at unity COVID covidexplained…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The situation or reugees amp migrants held in ormal amp inormal places o detention in cramped amp unsanitary condit…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The TIMELINE o CORONAVIRUS PandemicWhere Are We in Prophecy coronavirus covid covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The treatment or the coronavirus is very simple people’s positive attitude toward each other COVID covidexplained C…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The treatment or the coronavirus is very simple people’s positive attitude toward each other COVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The US Has Held Elections During Times O Crisis BeoreCOVID COVID Coronavirus…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The US Has Held Elections During Times O Crisis BeoreCOVID COVID Coronavirus…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"The wisdom o Kabbalah grants us this ability to discover the hidden connected and altruistic laws o nature an…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"There are approximatelycases o conirmed coronavirus cases in the US and have beendeaths Disclaimer thi…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"There are now more thana million conirmed cases o COVID amp more thandeaths These are tragic numb…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"There has been an extraordinary response to our call or countries to join the Solidarity trial which is comparin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"There is an old woman in her lateor s down our lane going house to house ringing door bells crying and begging or rice…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"There is an old woman in her lateor s down our lane going house to house ringing door bells crying and begging or rice…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"There’s an ongoing debate about the use o masks at the community level  WHO recommends the use o medical masks…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"These acilities will also have longerterm beneits or health systems once the current COVID crisis is over…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"They made vacuum cleaners beore the coronavirus outbreak Now they’re making ventilatorsCOVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"They made vacuum cleaners beore the coronavirus outbreak Now they’re making ventilatorsCOVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"They made vacuum cleaners beore the coronavirus outbreak Now they’re making ventilatorsCOVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"They made vacuum cleaners beore the coronavirus outbreak Now they’re making ventilatorsCOVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"They made vacuum cleaners beore the coronavirus outbreak Now they’re making ventilatorsCOVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"They made vacuum cleaners beore the coronavirus outbreak Now they’re making ventilatorsCOVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"They made vacuum cleaners beore the coronavirus outbreak Now they’re making ventilatorsCOVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"This eels like a good idea or anyone watching over others rom a sae distance losangeles studiocity…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"This includes a set o targeted immediate actions to reorganize amp maintain access to highquality essential healt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"This is a historic trial which will dramatically cut the time needed to generate robust evidence about what   work…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"This is especially important or countries who are not part o thebut will be aected by decisions made…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"This is still a very new virus and we are learning all the time As the pandemic evolves so does the evidence…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"TimTalks Working Remotely Conerence Call Etiquette with Peggy Bud…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"TimTalks Working Remotely Conerence Call Etiquette with Peggy Budsocialsell…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"TimTalks Working Remotely Conerence Call Etiquette with Peggy Budsocialsell…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"To avert a COVID catastrophe governments must do all they can to protect the rights and the health o everyone…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"To ensure reugees and migrants have adequate access to national health services States may need additional inanc…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"To help countries manage the surge in COVID cases while maintaining essential services WHO has also published…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"To navigate through COVID challenges countries are working out how to best support their people by    Identiyi…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"To stay sae during COVID outbreak here are tips or people aected by NCDs  Take your medicine amp ollow me…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"To support our call on all countries to conduct aggressive caseinding and testing we’re also working urgently t…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"To think all this shit started because one idiot ate a bat  Coronavirusireland coronavirus COVID Covid""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Today plenty o companies are trying to make a buck o o Covid and the same was the caseyears ago with t…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Today the coronavirus comes to show us that in the ace o danger we are all equal and that there is no escape…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Today there are many preventive treatment options available New shorter treatment options mean that people can b…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Today we are delighted to announce that today in   amp   the irst patients will shortly be enrolled in the Solid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Together withampwe’ve published new guidance or improving access to handwashing The guidance re…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Top 5 R resources on #COVID19 by @statsandr in @TDataScience,https://towardsdatascience.com/top-5-r-resources-on-covid-19-coronavirus-1d4c8df6d85f,Global,Tech Support Community,https://miro.medium.com/max/200/1*mG6i4Bh_LgixUYXJgQpYsg@2x.png,,
"Turkish President Recep Tayyip Erdogan rejects SocialDistancing production must continue and other news rom M…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Turkish President Recep Tayyip Erdogan rejects SocialDistancing production must continue and other news rom Micah Levins…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Tweets based geovisualization for Latin America,https://covid19-civiclytics.citibeats.com/#/BRA/9,Latin America,Data visualization,https://covid19-civiclytics.citibeats.com/img/bid-group-logo.png,,
"Two months ago WHO published the Strategic Preparedness and Response Plan with an initial ask o USDmillion…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
TXRX Labs making medical supplies,https://www.txrxlabs.org/post/we-need-your-help-making-face-shields-and-masks-for-houston-hospitals,"Houston, Texas, USA",Lab,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Flasks_or_Lab_Test_Tubes_Flat_Icon_Vector.svg/512px-Flasks_or_Lab_Test_Tubes_Flat_Icon_Vector.svg.png,,
"Unbelievable Nothing surprises or shocks me anymore when it comes to politicians Covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"United Kingdom reportscoronavirus deaths inhoursUnitedKingdom Coronavirus COVID COVID Covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
