title,url,author,visualizationType,thumbnail,
outrageous both wall street parties are taking advantage o covid to orce thru a massive upward redistribution o wea,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
no the new coronavirus wasnt created in a lab scientists saycbc newssciencematters facts,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
cityoto closing playgrounds and park amenities to stop the spread o covid parks green spaces will remain accessi,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
as the days go by isolation can be challenging but i we make social distancing amp personal hygiene a priority we will get th,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
can covid live on clothing heres what we know,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
every subscriber should be given at least gb data withdays validity it costs nothing considering the amount we have,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
covid pdp worried over regimes inaction rallies for solutionnigeriatunes,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"<U+26A0>  tragic news steven dick the yearold deputy british ambassador to hungary has died rom covid

please no ma",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"inuk people might now have covid
 inlondoners

sadly nowdeathsnew

ifr 
days to death",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"update caliornia has distributedmillion n masks we have now orderedmillion new masks

but it isnt enough",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
as nhs sta literally risk their lives through working with virtually no ppe theyre being mugged or their passe,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"the astonishing change in aviation traic march vs 

covid covid",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
hope r you coping during these challenging timescovid coronavirus,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
my mom has been intubated i didnt think id get to say i love you beore they sedated her then she called knowing you,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
families should not lose their homes because o covidvery pleased that wells fargo citi jpmorgan and us bank have,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
great inormation rom our partnersabout covid testingcovidark,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
this is guaranteed to be way better than any press conerence check outtomorrow thursday marchon in,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
new cases we conirmnew cases o covid individual behavior is key to containingthe spread o the virus and involv,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
everyone has a role to play to reduce amp slow transmission o covid physical or social distancing is one way to prevent the,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
the four seasons hotel on th street will provide free lodging to doctors nurses amp medical personnel currently working to,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i they can manage to test prince charles or mild symptoms o coronavirus they can damn well test nurses doctors an,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"warren had a covid plan up in january a month beore trump she had a recovery plan a couple weeks later 

gendered disin",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"update caliornia has distributedmillion n masks we have now orderedmillion new masks

but it isnt enough",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
hey upthis has gone on too long we dea people need to know what youre saying too why isnt there a b,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
while the people o iran are struggling against covid the regime is embezzling international aid selling needed suppl,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"definitely its time to rally with 

we must get america back to work work is m",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
book publishing industry covid updatescoronavirus covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"ignorance is a disease indeed 
do you know that some people in my area actually make mockery and jest o those put",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
brilliant local innovationlocal leadershipis what we need to stop covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
the atermath o corona virus will not be a joke we must take every possible measure to avoid another recession in nigeria,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
one o the ways to join our takeresponsibility campaign is by using your platorm to talk about covid preventive measures,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"due to daylockdown in up <U+0915><U+094B><U+0907><U+0930><U+093F><U+092A><U+0941><U+0930><U+0940>banaras
muhsar 
children eating grasss thy dont have ood 

which government o",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
emergency alert severe covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
sports un times o covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
misty mustang morning social distancing no covid out here rdcoronavirus covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
covid has changed our lives in a scenario when education and workorce are experiencing some o the biggest challenges le,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
carerdies o coronavirus deteriorated so ast that ambulance arrived too lateoverwhelmed health care system<U+0001F614> llenges le,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i you are a dietitian and working in critical care services with covid patient or about to be redeployed please ind,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"no one will starve during this lockdown covid

kerala has taken extensive measures to ensure that no one will star",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
this actory is claiming they are essential because they made a battery,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
governor pls look atampessential services parking lots are ull to capacity,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
the streaming giant will also match each donation made by the public through its covid music relie page up to a combined,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
president putin o russiacurrently visiting hospitals where covid patients are being treated,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"great news 

president trump just granted a major disaster declaration or texas 

this will expand the resources avai",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
slowing the spread o covid means practicing social distancing its important to take this measure seriously social distanc,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
hey ellow btsarmy i need your help below are two very important covidcampaigns that im organizing so many,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
my republican opponent jim jordan who voted against the covid relie unding bill would be very upset i you all,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
great resource on covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
families should not lose their homes because o covidvery pleased that wells fargo citi jpmorgan and us bank have,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
the coronavirus pandemic has made trumps psychiatric issues clear coronaviruspandemic covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
journalist rom bhopal tests positive or covid almost all journalists in the city have been asked to stay in quarantine,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
healthcare law attorney kelly knivila oers updated inormation on a new temporary emergency rule issued by the,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
lets spread a little <U+2764>   and kindness as we continue to navigate covid practice socialdistancing and help to fla,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
by the time this isolation is over my iq will be at zero because o the rate at which my amily watch zee world <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
in this articleshares some critical thoughts on how we can acknowledge manage and ind meaning rom eeling,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"i youre a renter in british columbia who cant work because o covid you can now receive

a month rom the",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
the dierence between covid messaging in nz and aus received seconds apart,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i am an emergency physician my increased exposure means that i have chosen to isolate rom my amily to keep them sae,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
the four seasons hotel on th street will provide free lodging to doctors nurses amp medical personnel currently working to,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"pelosi flies in on her broom to block t covid relie retweet

as covid us outbreaks soar to k cases ampdea",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
my mom has been intubated i didnt think id get to say i love you beore they sedated her then she called knowing you,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
families should not lose their homes because o covidvery pleased that wells fargo citi jpmorgan and us bank have,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
premieramppromised no one would lose their home because o covid today,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"forced uturn alert

wetherspoons have altered decision not to pay k sta while pubs closed sta to be paidapril",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i am so angry right now the senate sent over a bill that has no direct help or water shutojust like masks washing,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
hes lying i was sent to the covid isolation ward room in a major hospital er rom a separate urgent care acility a,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
to slow the spread o covid many countries introduced lockdown measures but on their own these measures will not exti,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"maybe this situation will give society a much needed head wobble

coronaviruslockdownuk 
socialdistancinguk 
covid h",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"  in non covid news these koalas were returned to the wild ater the devastating australiafires

cinguk 
covid h",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
italy update appears more days will help conirm hopeully covid cases peaked in italydays ater national lockdow,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
is anyone else eeling the need to shout two metres at groups o people when they go out or theirbit o exercise <U+0001F633>h,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
sierra leone  ocountries in arica with no covid cases declares a month public health emergency to tackle the panh,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
spain turns a ice rink into a morgue ater recording thousands o deaths due to coronaviruslockdown,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
moving on orders oweve issued deployment orders to the st hospital rom fort campbell ky the th ho,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
have you been ollowing our covid report we are tracking state and local government responses to the everchang,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
finally the governor o idaho has done something all nonessential businesses will close and a suggestion to,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"coronavirusdonates protective items food to churches mosquessahara reporters 
he berated the elites",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i lost my irst riend to covid today he wont be the last thats it thats the whole tweet <U+0001F61E> medtwitter to,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
dedicating my islamochristian avemaria on the occasion on annunciation day to all the people suering around,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
pasenate concurs with house amendment to sbbill containing teacher eval amp covid emergency provisionsis on its,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"heyi finally found him
covid 
socialdistancing",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
so prince charles heir to the throne ignores govt advice is lown to scotland by raf like they have nothing better to do,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
"stay sae but sane 
coronaviruslockdown coronavirus covid hysteria calm",https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
meanwhile in nz our prime minister just popped her toddler to bed and has pitched up on the couch in a sweater to do a,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i am so angry right now the senate sent over a bill that has no direct help or water shutojust like masks washing,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
indeinite detention government surveillance barcode tattoos orced vaccinations the media is gearing up or the u,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
hes lying i was sent to the covid isolation ward room in a major hospital er rom a separate urgent care acility a,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
we welcome the release o ormer jammu amp kashmir chie ministersamp dr farooq abdullah we encourage the relea,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
hes lying i was sent to the covid isolation ward room in a major hospital er rom a separate urgent care acility a,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
while the people o iran are struggling against covid the regime is embezzling international aid selling needed suppl,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
a ew good hygiene tips to keep in mind when you make your grocery shopping trips appleton covid,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i the government doesnt strictly enorce a total lockdownnow o the entire usa we are doomed no stimulus package will,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
i study viruses howandare giving canadian researchers a ighting chance against,https://twitter.com/WHO,WHO,tweet,https://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_400x400.jpg,
